Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
AECID Spanish Agency for International Development Cooperation,10,,Union l´action Féministe Section,0,1,commitments,outgoing,388573
AECID Spanish Agency for International Development Cooperation,10,,Union l´action Féministe Section,0,1,spending,outgoing,412685
AECID Spanish Agency for International Development Cooperation,10,,Universidad de Nouakchott,0,1,commitments,outgoing,102266
AECID Spanish Agency for International Development Cooperation,10,,Universidad de Nouakchott,0,1,spending,outgoing,109597
AECID Spanish Agency for International Development Cooperation,10,,VETERINARIOS SIN FRONTERAS - VETERMON,0,1,commitments,outgoing,902747
AECID Spanish Agency for International Development Cooperation,10,,VETERINARIOS SIN FRONTERAS - VETERMON,0,1,spending,outgoing,994463
AECID Spanish Agency for International Development Cooperation,10,,VOLUNTARIADO INTERNACIONAL PARA EL,0,1,commitments,outgoing,320880
AECID Spanish Agency for International Development Cooperation,10,,VOLUNTARIADO INTERNACIONAL PARA EL,0,1,spending,outgoing,353480
AFD,10,,ACTION CONTRE LA FAIM,0,1,commitments,outgoing,3569100
AFD,10,,ACTION CONTRE LA FAIM,0,1,spending,outgoing,2935200
AFD,10,,AGENCE FRANCAISE DE DEVELOPPEMENT,0,0,commitments,outgoing,16070308
AFD,10,,AGENCE FRANCAISE DE DEVELOPPEMENT,0,0,spending,outgoing,747375
AFD,10,,AGENCE FRANCAISE DE DEVELOPPEMENT,0,1,commitments,outgoing,148379
AFD,10,,AGENCE FRANCAISE DE DEVELOPPEMENT,0,1,spending,outgoing,62097
AFD,10,,ASSOCIATION VILLAGE PILOTE,0,1,commitments,outgoing,893465
AFD,10,,ASSOCIATION VILLAGE PILOTE,0,1,spending,outgoing,635177
AFD,10,,AUTORITE PALESTINIENNE,0,0,commitments,outgoing,19392110
AFD,10,,AUTORITE PALESTINIENNE,0,0,spending,outgoing,5336943
AFD,10,,"Aga Khan Health Service, Tanzania",0,1,commitments,outgoing,12253910
AFD,10,,"Aga Khan Health Service, Tanzania",0,1,spending,outgoing,2812900
AFD,10,,Agence d'Aide Coopération Technique et Développem,0,1,commitments,outgoing,594850
AFD,10,,Agence d'Aide Coopération Technique et Développem,0,1,spending,outgoing,366900
AFD,10,,Alliance for Int Med Action,0,1,commitments,outgoing,2379400
AFD,10,,Alliance for Int Med Action,0,1,spending,outgoing,2323700
AFD,10,,BANQUE INTERN. POUR RECONSTRUCTION & DEVELOPPEMENT,0,0,commitments,outgoing,29742500
AFD,10,,BANQUE INTERN. POUR RECONSTRUCTION & DEVELOPPEMENT,0,0,spending,outgoing,11897000
AFD,10,,BANQUE NATIONALE DE DEVELOPPEMENT AGRICOLE MALI,0,0,commitments,outgoing,50264825
AFD,10,,BANQUE NATIONALE DE DEVELOPPEMENT AGRICOLE MALI,0,0,spending,outgoing,24460000
AFD,10,,BANQUE OUEST AFRICAINE DE DEVELOPPEMENT TOGO,0,0,commitments,outgoing,118970000
AFD,10,,BANQUE OUEST AFRICAINE DE DEVELOPPEMENT TOGO,0,0,spending,outgoing,94410611
AFD,10,,CENTRES GHESKIO,0,1,commitments,outgoing,1427640
AFD,10,,CENTRES GHESKIO,0,1,spending,outgoing,1315545
AFD,10,,COMITE INTERNATIONAL DE LA CROIX ROUGE,0,1,commitments,outgoing,2379400
AFD,10,,COMITE INTERNATIONAL DE LA CROIX ROUGE,0,1,spending,outgoing,2446000
AFD,10,,CREDES Centre Recherche Etude pour Développement,0,0,commitments,outgoing,20224900
AFD,10,,CREDES Centre Recherche Etude pour Développement,0,0,spending,outgoing,3979221
AFD,10,,CROIX ROUGE FRANCAISE A PARIS,0,0,commitments,outgoing,1189700
AFD,10,,CROIX ROUGE FRANCAISE A PARIS,0,0,spending,outgoing,611500
AFD,10,,Canal France International,0,0,commitments,outgoing,10707300
AFD,10,,Canal France International,0,0,spending,outgoing,6326300
AFD,10,,ENABEL,0,0,commitments,outgoing,15466100
AFD,10,,ENABEL,0,0,spending,outgoing,5133823
AFD,10,,Expertise France AFETI,0,1,commitments,outgoing,1189700
AFD,10,,Expertise France AFETI,0,1,spending,outgoing,1189700
AFD,10,,FONDATION DON BOSCO PROVINCE DE PARIS,0,1,commitments,outgoing,713820
AFD,10,,Fondation Mérieux,0,1,commitments,outgoing,11302150
AFD,10,,Fondation Mérieux,0,1,spending,outgoing,4280500
AFD,10,,Fondation Pierre Fabre,0,1,commitments,outgoing,4996740
AFD,10,,Fondation Pierre Fabre,0,1,spending,outgoing,1467600
AFD,10,,Fresh Life Initiative Limited,0,1,commitments,outgoing,1189700
AFD,10,,Fresh Life Initiative Limited,0,1,spending,outgoing,901986
AFD,10,,INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT,0,1,commitments,outgoing,2617340
AFD,10,,INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT,0,1,spending,outgoing,1834500
AFD,10,,INSTITUT NATIONAL SANTE RECHERCHE MEDICALE,0,1,commitments,outgoing,1784550
AFD,10,,INSTITUT NATIONAL SANTE RECHERCHE MEDICALE,0,1,spending,outgoing,1834500
AFD,10,,INSTITUT PASTEUR PARIS,0,0,commitments,outgoing,7138200
AFD,10,,INSTITUT PASTEUR PARIS,0,0,spending,outgoing,4883678
AFD,10,,INSTITUT PASTEUR PARIS,0,1,commitments,outgoing,951760
AFD,10,,INSTITUT PASTEUR PARIS,0,1,spending,outgoing,978400
AFD,10,,ONU Femmes,0,1,commitments,outgoing,1189700
AFD,10,,REPUBLIQUE D'EQUATEUR,0,0,commitments,outgoing,98919099
AFD,10,,REPUBLIQUE D'EQUATEUR,0,0,spending,outgoing,34621685
AFD,10,,REPUBLIQUE DE COTE D'IVOIRE,0,1,commitments,outgoing,215215478
AFD,10,,REPUBLIQUE DE COTE D'IVOIRE,0,1,spending,outgoing,29686263
AFD,10,,REPUBLIQUE DE GEORGIE,0,0,commitments,outgoing,142764000
AFD,10,,REPUBLIQUE DE GEORGIE,0,0,spending,outgoing,146760000
AFD,10,,REPUBLIQUE DE MADAGASCAR,0,0,commitments,outgoing,31527050
AFD,10,,REPUBLIQUE DE MADAGASCAR,0,0,spending,outgoing,3669000
AFD,10,,REPUBLIQUE DE MAURICE,0,0,commitments,outgoing,356910000
AFD,10,,REPUBLIQUE DE MAURICE,0,0,spending,outgoing,366900000
AFD,10,,REPUBLIQUE DEMOCRATIQUE DE SAO TOME ET PRINCIPE,0,0,commitments,outgoing,594850
AFD,10,,REPUBLIQUE DEMOCRATIQUE DE SAO TOME ET PRINCIPE,0,0,spending,outgoing,513660
AFD,10,,REPUBLIQUE DOMINICAINE,0,0,commitments,outgoing,233528208
AFD,10,,REPUBLIQUE DU BURKINA FASO,0,0,commitments,outgoing,6677039
AFD,10,,REPUBLIQUE DU CAMEROUN,0,1,commitments,outgoing,11897000
AFD,10,,REPUBLIQUE DU CAMEROUN,0,1,spending,outgoing,8882770
AFD,10,,REPUBLIQUE DU CONGO,0,0,commitments,outgoing,11897000
AFD,10,,REPUBLIQUE DU KENYA,0,0,commitments,outgoing,71382000
AFD,10,,REPUBLIQUE DU KENYA,0,0,spending,outgoing,36690000
AFD,10,,REPUBLIQUE DU MALI,0,0,commitments,outgoing,27363100
AFD,10,,REPUBLIQUE DU MALI,0,0,spending,outgoing,14645602
AFD,10,,REPUBLIQUE DU MOZAMBIQUE,0,0,commitments,outgoing,14276400
AFD,10,,REPUBLIQUE DU MOZAMBIQUE,0,0,spending,outgoing,1751471
AFD,10,,REPUBLIQUE DU NIGER,0,0,commitments,outgoing,15466100
AFD,10,,REPUBLIQUE DU NIGER,0,0,spending,outgoing,4892000
AFD,10,,REPUBLIQUE DU NIGER,0,1,commitments,outgoing,6745303
AFD,10,,REPUBLIQUE DU NIGER,0,1,spending,outgoing,2292374
AFD,10,,REPUBLIQUE DU RWANDA,0,1,commitments,outgoing,47588000
AFD,10,,REPUBLIQUE DU RWANDA,0,1,spending,outgoing,48920000
AFD,10,,REPUBLIQUE DU SENEGAL,0,0,commitments,outgoing,108262700
AFD,10,,REPUBLIQUE DU SENEGAL,0,0,spending,outgoing,86492356
AFD,10,,REPUBLIQUE DU SENEGAL,0,1,commitments,outgoing,6775958
AFD,10,,REPUBLIQUE DU SENEGAL,0,1,spending,outgoing,5112935
AFD,10,,REPUBLIQUE FEDERALE ET DEMOCRATIQUE D'ETHIOPIE,0,1,commitments,outgoing,83873850
AFD,10,,REPUBLIQUE FEDERATIVE DU BRESIL,0,0,commitments,outgoing,237940000
AFD,10,,REPUBLIQUE ISLAMIQUE DE MAURITANIE,0,0,commitments,outgoing,11897000
AFD,10,,REPUBLIQUE ISLAMIQUE DE MAURITANIE,0,0,spending,outgoing,6115000
AFD,10,,REPUBLIQUE ISLAMIQUE DE MAURITANIE,0,1,commitments,outgoing,2974250
AFD,10,,REPUBLIQUE ISLAMIQUE DE MAURITANIE,0,1,spending,outgoing,3057500
AFD,10,,REPUBLIQUE TUNISIENNE,0,0,commitments,outgoing,90278594
AFD,10,,REPUBLIQUE TUNISIENNE,0,0,spending,outgoing,38231787
AFD,10,,ROYAUME DU MAROC,0,0,commitments,outgoing,274225850
AFD,10,,ROYAUME DU MAROC,0,0,spending,outgoing,48755059
AFD,10,,ROYAUME DU MAROC,0,1,commitments,outgoing,118970000
AFD,10,,ROYAUME DU MAROC,0,1,spending,outgoing,67265000
AFD,10,,SOS médecins Sénégal,0,1,commitments,outgoing,374756
AFD,10,,SOS médecins Sénégal,0,1,spending,outgoing,381416
AFD,10,,Samu social Sénégal,0,1,commitments,outgoing,149902
AFD,10,,Samu social Sénégal,0,1,spending,outgoing,152899
AFD,10,,UNICEF NEW YORK,0,0,commitments,outgoing,12967730
AFD,10,,UNICEF NEW YORK,0,0,spending,outgoing,4231705
AFD,10,,UNITED NATIONS RELIEF AND WORKS AGENCY,0,0,commitments,outgoing,24983700
AFD,10,,URGENCE REHABILITATION DEVELOPPEMENT,0,0,commitments,outgoing,475880
AFD,10,,URGENCE REHABILITATION DEVELOPPEMENT,0,0,spending,outgoing,489138
AICS - Italian Agency for Cooperation and Development,10,,(unspecified org),0,1,commitments,outgoing,17208215
AICS - Italian Agency for Cooperation and Development,10,,Amref Health Africa in Canada,0,1,commitments,outgoing,179591
AICS - Italian Agency for Cooperation and Development,10,,Amref Health Africa in Canada,0,1,spending,outgoing,177879
AICS - Italian Agency for Cooperation and Development,10,,Arbetsförmedlingen,0,0,commitments,outgoing,3796589
AICS - Italian Agency for Cooperation and Development,10,,Arbetsförmedlingen,0,1,commitments,outgoing,118110
AICS - Italian Agency for Cooperation and Development,10,,IOM – International Organization for Migration,0,0,commitments,outgoing,1312080
AICS - Italian Agency for Cooperation and Development,10,,IOM – International Organization for Migration,0,0,spending,outgoing,1303060
AICS - Italian Agency for Cooperation and Development,10,,Laakarin Sosialinen Vastuu ry,0,0,commitments,outgoing,303121
AICS - Italian Agency for Cooperation and Development,10,,Laakarin Sosialinen Vastuu ry,0,0,spending,outgoing,6162842
AICS - Italian Agency for Cooperation and Development,10,,Laakarin Sosialinen Vastuu ry,0,1,commitments,outgoing,9093738
AICS - Italian Agency for Cooperation and Development,10,,Laakarin Sosialinen Vastuu ry,0,1,spending,outgoing,9139449
AICS - Italian Agency for Cooperation and Development,10,,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",0,1,commitments,outgoing,586850
AICS - Italian Agency for Cooperation and Development,10,,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",0,1,spending,outgoing,610650
AICS - Italian Agency for Cooperation and Development,10,,UN Development Operations Coordination Office,0,0,commitments,outgoing,1209300
AICS - Italian Agency for Cooperation and Development,10,,UN Development Operations Coordination Office,0,0,spending,outgoing,1219400
AICS - Italian Agency for Cooperation and Development,10,,United Nations Office of Co-ordination of Humanitarian Affairs,0,0,commitments,outgoing,887550
AICS - Italian Agency for Cooperation and Development,10,,United Nations Office of Co-ordination of Humanitarian Affairs,0,0,spending,outgoing,911850
APT Action on Poverty,21,,MAPCO,0,0,spending,outgoing,207675
APT Action on Poverty,21,,MAPCO-Movement for Assistance & Promotion of Rural Communities,0,0,spending,outgoing,764937
APT Action on Poverty,21,,VEDCO,0,0,spending,outgoing,241589
APT Action on Poverty,21,,VEDCO,1,0,spending,outgoing,32438
APT Action on Poverty,21,MannionDanniels,,0,0,spending,incoming,289308
APT Action on Poverty,21,Medicor Foundation,,0,0,spending,incoming,33352
APT Action on Poverty,21,UK Department for International Development,,0,0,spending,incoming,525817
Abdul Latif Jameel Poverty Action Lab,80,"Foreign, Commonwealth and Development Office",,0,0,spending,incoming,7234259
Able Child Africa,21,,UWEZO Youth Empowerment,0,0,spending,outgoing,142514
Able Child Africa,21,,UWEZO Youth Empowerment,0,1,spending,outgoing,38733
Able Child Africa,21,"Foreign, Commonwealth and Development Office",,0,0,spending,incoming,85430
Able Child Africa,21,"Foreign, Commonwealth and Development Office",,0,1,spending,incoming,22362
Abt Britain Ltd,71,"Foreign, Commonwealth and Development Office",,0,0,spending,incoming,484681
Abt Britain Ltd,71,"Foreign, Commonwealth and Development Office",,0,1,spending,incoming,29245
Access to Nutrition Foundation,21,(unspecified org),,1,0,spending,incoming,5328996
Action Against Hunger,21,,Action Contre la Faim,1,1,spending,outgoing,2551167
Action Against Hunger,21,Disasters Emergency Committee,,1,1,spending,incoming,353220
Action Against Hunger,21,"Foreign, Commonwealth and Development Office",,1,1,spending,incoming,2486602
ActionAid Bangladesh,21,,(unspecified org),1,1,spending,outgoing,17427
ActionAid Bangladesh,21,,ALO,1,1,commitments,outgoing,21616
ActionAid Bangladesh,21,,ALO,1,1,spending,outgoing,21612
ActionAid Bangladesh,21,,AVAS,1,1,commitments,outgoing,8713
ActionAid Bangladesh,21,,AVAS,1,1,spending,outgoing,8713
ActionAid Bangladesh,21,,Association of Voluntary Action for Society (AVAS),1,1,commitments,outgoing,664
ActionAid Bangladesh,21,,Association of Voluntary Action for Society (AVAS),1,1,spending,outgoing,664
ActionAid Bangladesh,21,,BACE,1,1,spending,outgoing,371685
ActionAid Bangladesh,21,,BADHON,1,1,commitments,outgoing,19916
ActionAid Bangladesh,21,,BADHON,1,1,spending,outgoing,19915
ActionAid Bangladesh,21,,BITA,1,1,commitments,outgoing,17632
ActionAid Bangladesh,21,,BITA,1,1,spending,outgoing,17589
ActionAid Bangladesh,21,,BSDO,1,1,commitments,outgoing,4356
ActionAid Bangladesh,21,,BSDO,1,1,spending,outgoing,4356
ActionAid Bangladesh,21,,Bangladesh Association for Community Education (BACE),1,1,spending,outgoing,97590
ActionAid Bangladesh,21,,Chanpara Clinic,1,1,commitments,outgoing,4319
ActionAid Bangladesh,21,,Chanpara Clinic,1,1,spending,outgoing,4319
ActionAid Bangladesh,21,,DALIT,1,1,commitments,outgoing,4335
ActionAid Bangladesh,21,,DALIT,1,1,spending,outgoing,4335
ActionAid Bangladesh,21,,GHORAGHAT,1,1,commitments,outgoing,4352
ActionAid Bangladesh,21,,GHORAGHAT,1,1,spending,outgoing,4352
ActionAid Bangladesh,21,,HEAD,1,1,commitments,outgoing,21191
ActionAid Bangladesh,21,,HEAD,1,1,spending,outgoing,21179
ActionAid Bangladesh,21,,NDBUS,1,1,commitments,outgoing,4333
ActionAid Bangladesh,21,,NDBUS,1,1,spending,outgoing,4333
ActionAid Bangladesh,21,,Nari Maitree,1,1,commitments,outgoing,21058
ActionAid Bangladesh,21,,Nari Maitree,1,1,spending,outgoing,21010
ActionAid Bangladesh,21,,Shusilan,1,1,commitments,outgoing,4355
ActionAid Bangladesh,21,,Shusilan,1,1,spending,outgoing,4355
ActionAid Bangladesh,21,,USS,1,1,commitments,outgoing,23631
ActionAid Bangladesh,21,,USS,1,1,spending,outgoing,23631
ActionAid Bangladesh,21,,VARD,1,1,commitments,outgoing,4356
ActionAid Bangladesh,21,,VARD,1,1,spending,outgoing,4356
ActionAid Bangladesh,21,,YPSA,1,1,commitments,outgoing,16420
ActionAid Bangladesh,21,,YPSA,1,1,spending,outgoing,16390
ActionAid Bangladesh,21,AAB's private donor,,1,1,commitments,incoming,664
ActionAid Bangladesh,21,ActionAid Denmark (Mellemfolkeligt Samvirke),,1,1,spending,incoming,153514
ActionAid Bangladesh,21,ActionAid International,,1,1,commitments,incoming,47035
ActionAid Bangladesh,21,ActionAid International,,1,1,spending,incoming,47035
ActionAid Bangladesh,21,BAPA,,1,1,commitments,incoming,3541
ActionAid Denmark (Mellemfolkeligt Samvirke),21,,ActionAid Bangladesh,0,0,commitments,outgoing,181255
ActionAid Denmark (Mellemfolkeligt Samvirke),21,,ActionAid Bangladesh,0,0,spending,outgoing,628700
